OBJECTID,IMPMAPID,IMP_PROP,BIKE_NAME,BIKESTATUS,ADDDATE,MODDATE,SDATE,SOURCE,SACC,Shape__Length
1769,IMPMAP23,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,46.47309121
1770,IMPMAP24,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,125.7716411
1771,IMPMAP25,Protected Bike Lane,Hollis St Protected Bike Lane,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,12.00885986
1772,IMPMAP26,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,112.861467
1773,IMPMAP27,Local Street Bikeway,Pinecrest - Brule Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,221.337472
1774,IMPMAP28,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,108.9106636
1775,IMPMAP29,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,22.53145895
1776,IMPMAP30,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,45.59884296
1777,IMPMAP31,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Under Construction,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,43.74088706
1778,IMPMAP32,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,42.54196289
1779,IMPMAP33,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,111.5705065
1780,IMPMAP34,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,297.9721706
1781,IMPMAP35,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,10.48125657
1782,IMPMAP36,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,49.02766817
1783,IMPMAP37,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,117.8267801
1784,IMPMAP38,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,43.42456421
1785,IMPMAP42,Protected Bike Lane,Brunswick St Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,74.37741351
1786,IMPMAP39,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,38.10729519
1787,IMPMAP40,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,104.4988703
1788,IMPMAP41,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Under Construction,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,118.2107012
1789,IMPMAP43,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Under Construction,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,111.0655207
1790,IMPMAP44,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,23.77818325
1791,IMPMAP45,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,113.0325143
1792,IMPMAP46,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,120.50655
1793,IMPMAP47,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Under Construction,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,261.6485534
1794,IMPMAP48,Local Street Bikeway,Dahlia Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,135.6062172
1795,IMPMAP49,Protected Bike Lane,South Park Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-04-29T12:39:55.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,219.8788777
1796,IMPMAP50,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,51.91875434
1797,IMPMAP51,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,17.9160646
1798,IMPMAP52,Local Street Bikeway,George Dauphinee Local Street Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,339.513102
1799,IMPMAP53,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,76.59179639
1800,IMPMAP54,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Under Construction,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,15.76672636
1801,IMPMAP55,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,111.7426659
1802,IMPMAP56,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,190.6013487
1803,IMPMAP57,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,14.11656526
1804,IMPMAP58,Protected Bike Lane,Upper Water St Bikeway aka Cogswell District Bikeways,In Design,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,45.1273675
1805,IMPMAP59,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:55.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,121.5965442
1806,IMPMAP64,Local Street Bikeway,Leppert Local Street Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,233.1753693
1807,IMPMAP61,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,114.9194442
1808,IMPMAP62,Protected Bike Lane,South Park Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-04-29T12:39:55.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,111.9450343
1809,IMPMAP63,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,52.22553873
1810,IMPMAP65,Protected Bike Lane,Windsor Street Protected Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,100.473705
1811,IMPMAP66,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,116.3471694
1812,IMPMAP67,Local Street Bikeway,Lyle-Shore Local Street Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,115.5199172
1813,IMPMAP68,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:55.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,108.0559885
1814,IMPMAP69,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,110.8367134
1815,IMPMAP70,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:55.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,331.6408356
1816,IMPMAP71,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:55.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,129.757375
1817,IMPMAP72,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,226.7900457
1818,IMPMAP73,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,116.8346081
1819,IMPMAP74,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Under Construction,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,76.55929528
1820,IMPMAP75,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,28.21996622
1821,IMPMAP76,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,44.98657046
1822,IMPMAP77,Protected Bike Lane,South Park Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,287.3139218
1823,IMPMAP78,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:55.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,40.34881784
1824,IMPMAP79,Protected Bike Lane,Brunswick St Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,95.55663156
1825,IMPMAP80,Multi-use Pathway,Alderney Greenway Connection,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,113.4083401
1826,IMPMAP81,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:59.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,168.6039572
1827,IMPMAP82,Protected Bike Lane,Brunswick St Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,161.3895124
1828,IMPMAP86,Protected Bike Lane,Upper Water St Bikeway aka Cogswell District Bikeways,In Design,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,182.7325238
1829,IMPMAP83,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,64.15906124
1830,IMPMAP84,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,202.5552591
1831,IMPMAP85,Protected Bike Lane,Windsor Street Protected Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,200.1566972
1832,IMPMAP87,Local Street Bikeway,Vernon-Seymour Local Street Bikeway,Under Construction,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,302.3433391
1833,IMPMAP88,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,120.6407379
1834,IMPMAP89,Local Street Bikeway,Lyle-Shore Local Street Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,156.2475905
1835,IMPMAP90,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,108.773108
1836,IMPMAP91,Protected Bike Lane,Almon St Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,119.8467209
1837,IMPMAP92,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,110.6186387
1838,IMPMAP93,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,128.773058
1839,IMPMAP95,Protected Bike Lane,Upper Water St Bikeway aka Cogswell District Bikeways,In Design,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,380.5304325
1840,IMPMAP96,Multi-use Pathway,Mount Hope Greenway,Complete (AAA),2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,441.8777363
1841,IMPMAP97,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,41.41416307
1842,IMPMAP98,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,118.3980219
1843,IMPMAP99,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,63.27080588
1844,IMPMAP100,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,77.04790625
1845,IMPMAP101,Protected Bike Lane,Bell Road Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,329.9142379
1846,IMPMAP107,Local Street Bikeway,Slayter Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,109.3678488
1847,IMPMAP104,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,107.3910137
1848,IMPMAP105,Local Street Bikeway,Dahlia Local Street Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:55.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,225.9990191
1849,IMPMAP106,Protected Bike Lane,Upper Water St Bikeway aka Cogswell District Bikeways,In Design,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,66.90061286
1850,IMPMAP108,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,78.78357616
1851,IMPMAP109,Protected Bike Lane,Hollis St Protected Bike Lane,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,46.46039027
1852,IMPMAP111,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,123.1207351
1853,IMPMAP112,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,112.3502805
1854,IMPMAP113,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,12.17991504
1855,IMPMAP114,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,43.08883718
1856,IMPMAP115,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,160.6870184
1857,IMPMAP116,Local Street Bikeway,Lyle-Shore Local Street Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,48.76492488
1858,IMPMAP117,Protected Bike Lane,Cogswell Greenway Cycle Track,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,200.0751961
1859,IMPMAP118,Local Street Bikeway,North End AAA Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:56.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,44.21399476
1860,IMPMAP119,Protected Bike Lane,Windsor Street Protected Bikeway,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,34.96488149
1861,IMPMAP120,Protected Bike Lane,University-Morris Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,127.2137987
1862,IMPMAP121,Protected Bike Lane,Almon St Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,396.2200713
1863,IMPMAP122,Local Street Bikeway,Lyle-Shore Local Street Bikeway,In Planning,2019-04-29T12:34:10.000Z,2019-04-29T12:39:58.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,437.1472854
1864,IMPMAP124,Protected Bike Lane,Cogswell Greenway Cycle Track,Pending/Proposed,2019-04-29T12:34:10.000Z,2019-04-29T12:39:57.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,119.2970234
1865,IMPMAP388,Protected Bike Lane,Devonshire Ave Bikeway,Pending/Proposed,2019-05-10T18:08:39.000Z,2019-05-10T18:11:02.000Z,2019-05-10T00:00:00.000Z,CR,Interactive,1640.255046
1866,IMPMAP399,Protected Bike Lane,Duffus St Bikeway,Pending/Proposed,2019-05-10T18:11:22.000Z,2019-05-10T18:12:09.000Z,2019-05-10T00:00:00.000Z,CA,Interactive,190.6760128
1867,IMPMAP400,Multi-use Pathway,Barrington Greenway Extension,In Design,2019-05-10T18:12:50.000Z,2019-05-10T18:14:10.000Z,2019-05-10T00:00:00.000Z,CR,Interactive,940.1642355
1868,IMPMAP405,Local Street Bikeway,Charles St Local Street Bikeway,Pending/Proposed,2019-05-10T18:15:49.000Z,2019-05-10T18:16:38.000Z,2019-05-10T00:00:00.000Z,CA,Interactive,1115.458566
1869,IMPMAP103,Protected Bike Lane,University Ave Protected Bike Lane Pilot,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:51.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,154.4527518
1870,IMPMAP60,Protected Bike Lane,University Ave Protected Bike Lane Pilot,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:50.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,141.7186833
1871,IMPMAP94,Protected Bike Lane,University Ave Protected Bike Lane Pilot,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:51.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,158.3787452
1872,IMPMAP102,Protected Bike Lane,University Ave Protected Bike Lane Pilot,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:51.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,160.2008141
1873,IMPMAP110,Protected Bike Lane,University Ave Protected Bike Lane Pilot,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:51.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,140.8103756
1874,IMPMAP123,Protected Bike Lane,University Ave Protected Bike Lane Pilot,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:51.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,129.6341845
1875,IMPMAP160,Protected Bike Lane,University Ave Protected Bike Lane Pilot,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:51.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,128.4970014
1876,IMPMAP183,Protected Bike Lane,University Ave Protected Bike Lane Pilot,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:51.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,156.6043769
1877,IMPMAP298,Protected Bike Lane,Rainnie Protected Bike Lanes,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:50.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,434.4542919
1878,IMPMAP315,Multi-use Pathway,JAson MAcCullough Park Pathways,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:50.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,558.1115145
1879,IMPMAP319,Multi-use Pathway,Farrell St Park Pathways,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:50.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,296.5358187
1880,IMPMAP340,Multi-use Pathway,Halifax Common Pathways,In Planning,2019-04-29T12:34:10.000Z,2019-05-17T17:10:50.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,56.04629049
1881,IMPMAP177,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,125.7689244
1882,IMPMAP167,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,39.89810255
1883,IMPMAP168,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,64.9712574
1884,IMPMAP172,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,63.96427596
1885,IMPMAP181,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,23.51153238
1886,IMPMAP200,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,138.4490198
1887,IMPMAP213,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,122.3035842
1888,IMPMAP251,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,446.6890734
1889,IMPMAP252,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,119.4127538
1890,IMPMAP253,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,105.4323664
1891,IMPMAP254,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,20.89450575
1892,IMPMAP268,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,153.7151765
1893,IMPMAP273,Protected Bike Lane,Wyse Rd Protected Bike Lanes,In Design,2019-04-29T12:34:10.000Z,2019-05-31T14:58:30.000Z,2019-04-29T00:00:00.000Z,TPW PP&D,Interactive,20.8852555
