Station Name,HALIFAX WINDSOR PARK,,,,,,,,,,,,,,,,,,,,,,
Province,NOVA SCOTIA,,,,,,,,,,,,,,,,,,,,,,
Latitude,44.66,,,,,,,,,,,,,,,,,,,,,,
Longitude,-63.61,,,,,,,,,,,,,,,,,,,,,,
Elevation,51,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,8202255,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71327,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,AHW,,,,,,,,,,,,,,,,,,,,,,
All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Legend,,,,,,,,,,,,,,,,,,,,,,,
E,Estimated,,,,,,,,,,,,,,,,,,,,,,
M,Missing,,,,,,,,,,,,,,,,,,,,,,
NA,Not Available,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2017-01-12 17:00,2017,1,12,17:00,8.4,,8.4,,100,,22,,25,,,,,,,,,,NA
2017-01-12 18:00,2017,1,12,18:00,7.7,,7.7,,100,,22,,22,,,,,,,,,,NA
2017-01-12 19:00,2017,1,12,19:00,7.7,,7.7,,100,,23,,21,,,,,,,,,,NA
2017-01-12 20:00,2017,1,12,20:00,7.4,,7.4,,100,,22,,20,,,,,,,,,,NA
2017-01-12 21:00,2017,1,12,21:00,7.5,,7.5,,100,,23,,19,,,,,,,,,,NA
2017-01-12 22:00,2017,1,12,22:00,7.4,,7.4,,100,,22,,18,,,,,,,,,,NA
2017-01-12 23:00,2017,1,12,23:00,7.4,,7.4,,100,,23,,22,,,,,,,,,,NA
2017-01-13 0:00,2017,1,13,0:00,7.5,,7.5,,100,,23,,22,,,,,,,,,,NA
2017-01-13 1:00,2017,1,13,1:00,7.6,,7.6,,100,,23,,24,,,,,,,,,,NA
2017-01-13 2:00,2017,1,13,2:00,7.2,,7.2,,100,,23,,20,,,,,,,,,,NA
2017-01-13 3:00,2017,1,13,3:00,7.4,,7.4,,100,,23,,18,,,,,,,,,,NA
2017-01-13 4:00,2017,1,13,4:00,7,,7,,100,,23,,17,,,,,,,,,,NA
2017-01-13 5:00,2017,1,13,5:00,7.7,,7.7,,100,,24,,19,,,,,,,,,,NA
2017-01-13 6:00,2017,1,13,6:00,7.6,,7.6,,100,,24,,16,,,,,,,,,,NA
2017-01-13 7:00,2017,1,13,7:00,7.4,,7.4,,100,,23,,9,,,,,,,,,,NA
2017-01-13 8:00,2017,1,13,8:00,8,,8,,100,,24,,10,,,,,,,,,,NA
2017-01-13 9:00,2017,1,13,9:00,8.4,,8.4,,100,,24,,10,,,,,,,,,,NA
2017-01-13 10:00,2017,1,13,10:00,9.3,,8.6,,96,,26,,13,,,,,,,,,,NA
2017-01-13 11:00,2017,1,13,11:00,8.4,,5,,79,,29,,20,,,,,,,,,,NA
2017-01-13 12:00,2017,1,13,12:00,7.7,,1.2,,64,,27,,19,,,,,,,,,,NA
2017-01-13 13:00,2017,1,13,13:00,7.3,,-2.3,,50,,27,,26,,,,,,,,,,NA
2017-01-13 14:00,2017,1,13,14:00,6.9,,-4.8,,43,,28,,17,,,,,,,,,,NA
2017-01-13 15:00,2017,1,13,15:00,4.6,,-8.2,,39,,29,,25,,,,,,,,,,NA
2017-01-13 16:00,2017,1,13,16:00,3.2,,-8.5,,42,,28,,20,,,,,,,,,,NA
2017-01-13 17:00,2017,1,13,17:00,1.1,,-9.9,,44,,29,,18,,,,,,,,,,NA
2017-01-13 18:00,2017,1,13,18:00,0,,-11.5,,42,,28,,11,,,,,,,,-4,,NA
2017-01-13 19:00,2017,1,13,19:00,-0.2,,-12,,41,,29,,15,,,,,,,,-5,,NA
2017-01-13 20:00,2017,1,13,20:00,-1.3,,-14.4,,36,,31,,25,,,,,,,,-8,,NA
2017-01-13 21:00,2017,1,13,21:00,-2.8,,-14.8,,39,,29,,25,,,,,,,,-10,,NA
2017-01-13 22:00,2017,1,13,22:00,-3.9,,-15.1,,42,,31,,18,,,,,,,,-10,,NA
2017-01-13 23:00,2017,1,13,23:00,-5.4,,-15.6,,45,,31,,23,,,,,,,,-13,,NA
2017-01-14 0:00,2017,1,14,0:00,-6.3,,-16,,46,,32,,25,,,,,,,,-14,,NA
2017-01-14 1:00,2017,1,14,1:00,-7,,-17,,45,,31,,20,,,,,,,,-14,,NA
2017-01-14 2:00,2017,1,14,2:00,-8.2,,-16.8,,50,,32,,23,,,,,,,,-16,,NA
2017-01-14 3:00,2017,1,14,3:00,-9.5,,-19.6,,44,,32,,23,,,,,,,,-18,,NA
2017-01-14 4:00,2017,1,14,4:00,-10.1,,-18.3,,51,,31,,23,,,,,,,,-19,,NA
2017-01-14 5:00,2017,1,14,5:00,-10.7,,-18.7,,52,,30,,20,,,,,,,,-19,,NA
2017-01-14 6:00,2017,1,14,6:00,-11.5,,-20,,49,,30,,20,,,,,,,,-20,,NA
2017-01-14 7:00,2017,1,14,7:00,-11.9,,-19.4,,54,,31,,20,,,,,,,,-20,,NA
2017-01-14 8:00,2017,1,14,8:00,-12,,-19.4,,54,,30,,20,,,,,,,,-20,,NA
2017-01-14 9:00,2017,1,14,9:00,-11.9,,-18.9,,56,,31,,18,,,,,,,,-20,,NA
2017-01-14 10:00,2017,1,14,10:00,-11.5,,-20.1,,49,,31,,20,,,,,,,,-20,,NA
2017-01-14 11:00,2017,1,14,11:00,-10.6,,-19.7,,47,,31,,14,,,,,,,,-17,,NA
2017-01-14 12:00,2017,1,14,12:00,-9.4,,-19.8,,43,,29,,13,,,,,,,,-15,,NA
2017-01-14 13:00,2017,1,14,13:00,-8.5,,-19.5,,41,,29,,12,,,,,,,,-14,,NA
2017-01-14 14:00,2017,1,14,14:00,-7.9,,-19.2,,40,,28,,16,,,,,,,,-14,,NA
2017-01-14 15:00,2017,1,14,15:00,-7.8,,-19.5,,38,,29,,15,,,,,,,,-14,,NA
2017-01-14 16:00,2017,1,14,16:00,-7.8,,-18.5,,42,,26,,13,,,,,,,,-14,,NA
2017-01-14 17:00,2017,1,14,17:00,-8.7,,-18,,47,,28,,10,,,,,,,,-14,,NA
2017-01-14 18:00,2017,1,14,18:00,-9.1,,-17.1,,52,,29,,7,,,,,,,,-13,,NA
2017-01-14 19:00,2017,1,14,19:00,-9.8,,-16.8,,57,,28,,7,,,,,,,,-14,,NA
2017-01-14 20:00,2017,1,14,20:00,-10,,-15.9,,62,,25,,5,,,,,,,,-13,,NA
2017-01-14 21:00,2017,1,14,21:00,-9.8,,-14.5,,68,,23,,7,,,,,,,,-14,,NA
2017-01-14 22:00,2017,1,14,22:00,-9.2,,-13.5,,71,,25,,8,,,,,,,,-14,,NA
2017-01-14 23:00,2017,1,14,23:00,-8.6,,-13.3,,69,,24,,8,,,,,,,,-13,,NA
2017-01-15 0:00,2017,1,15,0:00,-8.1,,-12.5,,70,,23,,8,,,,,,,,-12,,NA
2017-01-15 1:00,2017,1,15,1:00,-7.5,,-11.8,,71,,22,,7,,,,,,,,-11,,NA
2017-01-15 2:00,2017,1,15,2:00,-7.1,,-11,,74,,21,,5,,,,,,,,-10,,NA
2017-01-15 3:00,2017,1,15,3:00,-6.5,,-10,,76,,16,,3,,,,,,,,-8,,NA
2017-01-15 4:00,2017,1,15,4:00,-5.9,,-7.8,,86,,17,,1,,,,,,,,-6,,NA
2017-01-15 5:00,2017,1,15,5:00,-5.7,,-6.5,,95,,29,,8,,,,,,,,-9,,NA
2017-01-15 6:00,2017,1,15,6:00,-4.4,,-6.8,,83,,27,,12,,,,,,,,-9,,NA
2017-01-15 7:00,2017,1,15,7:00,-4.8,,-8.2,,77,,28,,11,,,,,,,,-9,,NA
2017-01-15 8:00,2017,1,15,8:00,-5.2,,-8.4,,78,,28,,11,,,,,,,,-10,,NA
2017-01-15 9:00,2017,1,15,9:00,-5.2,,-8.7,,76,,29,,9,,,,,,,,-9,,NA
2017-01-15 10:00,2017,1,15,10:00,-4.9,,-9.7,,69,,29,,15,,,,,,,,-10,,NA
2017-01-15 11:00,2017,1,15,11:00,-4.7,,-9.8,,67,,29,,12,,,,,,,,-9,,NA
2017-01-15 12:00,2017,1,15,12:00,-3.4,,-9.2,,64,,30,,13,,,,,,,,-8,,NA
2017-01-15 13:00,2017,1,15,13:00,-3.1,,-10.3,,58,,32,,17,,,,,,,,-9,,NA
2017-01-15 14:00,2017,1,15,14:00,-4.2,,-10.5,,61,,32,,19,,,,,,,,-10,,NA
2017-01-15 15:00,2017,1,15,15:00,-5.4,,-10.7,,67,,33,,19,,,,,,,,-12,,NA
2017-01-15 16:00,2017,1,15,16:00,-6.7,,-9.6,,80,,33,,18,,,,,,,,-13,,NA
2017-01-15 17:00,2017,1,15,17:00,-7.4,,-13.6,,61,,34,,14,,,,,,,,-13,,NA
2017-01-15 18:00,2017,1,15,18:00,-8,,-14.4,,60,,34,,12,,,,,,,,-13,,NA
2017-01-15 19:00,2017,1,15,19:00,-8.3,,-14.6,,60,,34,,16,,,,,,,,-15,,NA
2017-01-15 20:00,2017,1,15,20:00,-9,,-16.3,,55,,35,,10,,,,,,,,-14,,NA
2017-01-15 21:00,2017,1,15,21:00,-10,,-14.6,,69,,35,,9,,,,,,,,-15,,NA
2017-01-15 22:00,2017,1,15,22:00,-10.6,,-14.6,,72,,35,,8,,,,,,,,-15,,NA
2017-01-15 23:00,2017,1,15,23:00,-11,,-15.4,,70,,35,,9,,,,,,,,-16,,NA
2017-01-16 0:00,2017,1,16,0:00,-11.4,,-16.3,,67,,35,,8,,,,,,,,-16,,NA
2017-01-16 1:00,2017,1,16,1:00,-11.6,,-18,,59,,34,,8,,,,,,,,-16,,NA
2017-01-16 2:00,2017,1,16,2:00,-12,,-17.9,,61,,36,,5,,,,,,,,-15,,NA
2017-01-16 3:00,2017,1,16,3:00,-12.2,,-17.7,,64,,36,,4,,,,,,,,-15,,NA
2017-01-16 4:00,2017,1,16,4:00,-12.3,,-17.5,,65,,35,,5,,,,,,,,-16,,NA
2017-01-16 5:00,2017,1,16,5:00,-12.4,,-17.8,,64,,30,,4,,,,,,,,-15,,NA
2017-01-16 6:00,2017,1,16,6:00,-12.8,,-18.2,,64,,27,,4,,,,,,,,-15,,NA
2017-01-16 7:00,2017,1,16,7:00,-12.9,,-18.2,,64,,26,,3,,,,,,,,-15,,NA
2017-01-16 8:00,2017,1,16,8:00,-13,,-17.8,,67,,26,,3,,,,,,,,-15,,NA
2017-01-16 9:00,2017,1,16,9:00,-11.7,,-17.2,,64,,27,,4,,,,,,,,-14,,NA
2017-01-16 10:00,2017,1,16,10:00,-10.6,,-16,,65,,23,,5,,,,,,,,-14,,NA
2017-01-16 11:00,2017,1,16,11:00,-9.3,,-14.9,,64,,26,,9,,,,,,,,-14,,NA
2017-01-16 12:00,2017,1,16,12:00,-7.5,,-15.2,,54,,25,,11,,,,,,,,-13,,NA
2017-01-16 13:00,2017,1,16,13:00,-6.1,,-14,,53,,24,,9,,,,,,,,-10,,NA
2017-01-16 14:00,2017,1,16,14:00,-5.4,,-13.5,,53,,24,,15,,,,,,,,-11,,NA
2017-01-16 15:00,2017,1,16,15:00,-5.1,,-13.3,,53,,24,,12,,,,,,,,-10,,NA
2017-01-16 16:00,2017,1,16,16:00,-4.7,,-9.9,,67,,22,,11,,,,,,,,-9,,NA
2017-01-16 17:00,2017,1,16,17:00,-4,,-8.6,,70,,22,,12,,,,,,,,-9,,NA
2017-01-16 18:00,2017,1,16,18:00,-3.3,,-8.6,,67,,22,,11,,,,,,,,-8,,NA
2017-01-16 19:00,2017,1,16,19:00,-1.9,,-5.9,,74,,23,,16,,,,,,,,-7,,NA
2017-01-16 20:00,2017,1,16,20:00,-0.1,,-4.3,,73,,24,,18,,,,,,,,-5,,NA
2017-01-16 21:00,2017,1,16,21:00,0.7,,-3.9,,72,,23,,23,,,,,,,,,,NA
2017-01-16 22:00,2017,1,16,22:00,0.9,,-3.6,,72,,24,,20,,,,,,,,,,NA
2017-01-16 23:00,2017,1,16,23:00,1.1,,-3.3,,72,,24,,19,,,,,,,,,,NA
2017-01-17 0:00,2017,1,17,0:00,1.2,,-2.8,,75,,24,,17,,,,,,,,,,NA
2017-01-17 1:00,2017,1,17,1:00,1.4,,-2.1,,77,,26,,18,,,,,,,,,,NA
2017-01-17 2:00,2017,1,17,2:00,0.9,,-2.3,,79,,26,,13,,,,,,,,,,NA
2017-01-17 3:00,2017,1,17,3:00,0.1,,-3.1,,79,,27,,10,,,,,,,,,,NA
2017-01-17 4:00,2017,1,17,4:00,0.2,,-4.4,,71,,28,,9,,,,,,,,,,NA
2017-01-17 5:00,2017,1,17,5:00,0.1,,-5.2,,67,,29,,8,,,,,,,,,,NA
2017-01-17 6:00,2017,1,17,6:00,0,,-5.5,,67,,29,,7,,,,,,,,-2,,NA
2017-01-17 7:00,2017,1,17,7:00,-0.5,,-7,,61,,31,,13,,,,,,,,-5,,NA
2017-01-17 8:00,2017,1,17,8:00,-1,,-7.2,,63,,30,,11,,,,,,,,-5,,NA
2017-01-17 9:00,2017,1,17,9:00,-1.1,,-7.2,,63,,32,,13,,,,,,,,-5,,NA
2017-01-17 10:00,2017,1,17,10:00,-0.9,,-7,,63,,33,,14,,,,,,,,-5,,NA
2017-01-17 11:00,2017,1,17,11:00,-1.1,,-8.2,,58,,33,,19,,,,,,,,-6,,NA
2017-01-17 12:00,2017,1,17,12:00,-0.9,,-9,,54,,35,,17,,,,,,,,-6,,NA
2017-01-17 13:00,2017,1,17,13:00,-0.6,,-9.8,,50,,33,,19,,,,,,,,-6,,NA
2017-01-17 14:00,2017,1,17,14:00,-0.8,,-11.8,,43,,34,,17,,,,,,,,-6,,NA
2017-01-17 15:00,2017,1,17,15:00,-1.3,,-13.4,,39,,34,,16,,,,,,,,-6,,NA
2017-01-17 16:00,2017,1,17,16:00,-2.5,,-12.4,,47,,1,,11,,,,,,,,-7,,NA
2017-01-17 17:00,2017,1,17,17:00,-4.4,,-13.2,,50,,1,,10,,,,,,,,-9,,NA
2017-01-17 18:00,2017,1,17,18:00,-5.5,,-13.8,,52,,35,,11,,,,,,,,-10,,NA
2017-01-17 19:00,2017,1,17,19:00,-6.5,,-12.7,,61,,36,,9,,,,,,,,-11,,NA
2017-01-17 20:00,2017,1,17,20:00,-7.5,,-11.7,,72,,2,,10,,,,,,,,-12,,NA
2017-01-17 21:00,2017,1,17,21:00,-8.2,,-12.7,,70,,2,,8,,,,,,,,-12,,NA
2017-01-17 22:00,2017,1,17,22:00,-8.7,,-13.4,,69,,36,,7,,,,,,,,-13,,NA
2017-01-17 23:00,2017,1,17,23:00,-9,,-13.2,,72,,36,,5,,,,,,,,-12,,NA
2017-01-18 0:00,2017,1,18,0:00,-9.3,,-13,,75,,36,,4,,,,,,,,-12,,NA
2017-01-18 1:00,2017,1,18,1:00,-9.3,,-12.6,,77,,36,,4,,,,,,,,-12,,NA
2017-01-18 2:00,2017,1,18,2:00,-9.5,,-12.6,,78,,35,,7,,,,,,,,-13,,NA
2017-01-18 3:00,2017,1,18,3:00,-10,,-13,,79,,2,,5,,,,,,,,-13,,NA
2017-01-18 4:00,2017,1,18,4:00,-9.8,,-12.5,,80,,3,,3,,,,,,,,-12,,NA
2017-01-18 5:00,2017,1,18,5:00,-9.8,,-12.3,,82,,1,,5,,,,,,,,-13,,NA
2017-01-18 6:00,2017,1,18,6:00,-9.6,,-12.1,,82,,2,,5,,,,,,,,-12,,NA
2017-01-18 7:00,2017,1,18,7:00,-9.5,,-12.1,,81,,3,,4,,,,,,,,-12,,NA
2017-01-18 8:00,2017,1,18,8:00,-9.3,,-11.9,,81,,2,,5,,,,,,,,-12,,NA
2017-01-18 9:00,2017,1,18,9:00,-8.4,,-11.1,,81,,3,,4,,,,,,,,-11,,NA
2017-01-18 10:00,2017,1,18,10:00,-7.5,,-10.7,,78,,7,,5,,,,,,,,-10,,NA
2017-01-18 11:00,2017,1,18,11:00,-6,,-10.2,,72,,7,,11,,,,,,,,-11,,NA
2017-01-18 12:00,2017,1,18,12:00,-5.2,,-9.4,,73,,7,,11,,,,,,,,-10,,NA
2017-01-18 13:00,2017,1,18,13:00,-4.3,,-8.9,,70,,9,,13,,,,,,,,-9,,NA
2017-01-18 14:00,2017,1,18,14:00,-3.5,,-8.3,,69,,8,,12,,,,,,,,-8,,NA
2017-01-18 15:00,2017,1,18,15:00,-3.6,,-8.2,,71,,7,,10,,,,,,,,-8,,NA
2017-01-18 16:00,2017,1,18,16:00,-3.3,,-8,,70,,6,,11,,,,,,,,-8,,NA
2017-01-18 17:00,2017,1,18,17:00,-3.4,,-8,,71,,7,,9,,,,,,,,-7,,NA
2017-01-18 18:00,2017,1,18,18:00,-3.5,,-8.2,,70,,6,,10,,,,,,,,-7,,NA
2017-01-18 19:00,2017,1,18,19:00,-3.4,,-8,,70,,7,,9,,,,,,,,-7,,NA
2017-01-18 20:00,2017,1,18,20:00,-3.4,,-7.9,,71,,8,,9,,,,,,,,-7,,NA
2017-01-18 21:00,2017,1,18,21:00,-3.4,,-7.7,,72,,6,,6,,,,,,,,-6,,NA
2017-01-18 22:00,2017,1,18,22:00,-3.5,,-7.7,,73,,6,,7,,,,,,,,-6,,NA
2017-01-18 23:00,2017,1,18,23:00,-3.6,,-7.7,,74,,5,,7,,,,,,,,-7,,NA
2017-01-19 0:00,2017,1,19,0:00,-3.5,,-7.5,,74,,7,,8,,,,,,,,-7,,NA
2017-01-19 1:00,2017,1,19,1:00,-3.4,,-7.4,,74,,7,,6,,,,,,,,-6,,NA
2017-01-19 2:00,2017,1,19,2:00,-3.5,,-7.4,,74,,3,,4,,,,,,,,-5,,NA
2017-01-19 3:00,2017,1,19,3:00,-3.4,,-7.2,,75,,4,,5,,,,,,,,-5,,NA
2017-01-19 4:00,2017,1,19,4:00,-3.6,,-7.1,,77,,34,,4,,,,,,,,-5,,NA
2017-01-19 5:00,2017,1,19,5:00,-3.6,,-6.7,,79,,33,,4,,,,,,,,-5,,NA
2017-01-19 6:00,2017,1,19,6:00,-3.5,,-6.3,,81,,32,,7,,,,,,,,-6,,NA
2017-01-19 7:00,2017,1,19,7:00,-3.3,,-6.3,,80,,33,,3,,,,,,,,-5,,NA
2017-01-19 8:00,2017,1,19,8:00,-3.1,,-5.7,,82,,3,,2,,,,,,,,-4,,NA
2017-01-19 9:00,2017,1,19,9:00,-3,,-5.7,,82,,33,,8,,,,,,,,-6,,NA
2017-01-19 10:00,2017,1,19,10:00,-2.1,,-5.3,,79,,28,,3,,,,,,,,-3,,NA
2017-01-19 11:00,2017,1,19,11:00,-1.3,,-4.7,,78,,34,,4,,,,,,,,-3,,NA
2017-01-19 12:00,2017,1,19,12:00,-0.1,,-4.2,,74,,35,,2,,,,,,,,-1,,NA
2017-01-19 13:00,2017,1,19,13:00,1.1,,-3.2,,73,,8,,8,,,,,,,,,,NA
2017-01-19 14:00,2017,1,19,14:00,0.1,,-2.8,,80,,29,,3,,,,,,,,,,NA
2017-01-19 15:00,2017,1,19,15:00,0,,-1.3,,91,,27,,3,,,,,,,,-1,,NA
2017-01-19 16:00,2017,1,19,16:00,-0.1,,-1,,94,,32,,4,,,,,,,,-1,,NA
2017-01-19 17:00,2017,1,19,17:00,-0.3,,-0.8,,97,,31,,4,,,,,,,,-2,,NA
2017-01-19 18:00,2017,1,19,18:00,-0.6,,-1,,97,,35,,4,,,,,,,,-2,,NA
2017-01-19 19:00,2017,1,19,19:00,-0.6,,-0.9,,98,,1,,2,,,,,,,,-1,,NA
2017-01-19 20:00,2017,1,19,20:00,-0.5,,-0.7,,98,,6,,1,,,,,,,,-1,,NA
2017-01-19 21:00,2017,1,19,21:00,-0.2,,-0.7,,97,,8,,5,,,,,,,,-2,,NA
2017-01-19 22:00,2017,1,19,22:00,-0.2,,-0.8,,96,,9,,5,,,,,,,,-2,,NA
2017-01-19 23:00,2017,1,19,23:00,-0.5,,-1,,97,,32,,4,,,,,,,,-2,,NA
2017-01-20 0:00,2017,1,20,0:00,-0.8,,-1.1,,98,,32,,1,,,,,,,,-1,,NA
2017-01-20 1:00,2017,1,20,1:00,-0.9,,-1.1,,99,,30,,2,,,,,,,,-2,,NA
2017-01-20 2:00,2017,1,20,2:00,-0.7,,-0.9,,99,,30,,3,,,,,,,,-2,,NA
2017-01-20 3:00,2017,1,20,3:00,-0.8,,-1.1,,98,,32,,5,,,,,,,,-2,,NA
2017-01-20 4:00,2017,1,20,4:00,-0.7,,-1.1,,97,,32,,3,,,,,,,,-2,,NA
2017-01-20 5:00,2017,1,20,5:00,-0.6,,-1.1,,97,,31,,3,,,,,,,,-2,,NA
2017-01-20 6:00,2017,1,20,6:00,-0.5,,-0.9,,97,,33,,7,,,,,,,,-3,,NA
2017-01-20 7:00,2017,1,20,7:00,-0.8,,-1.4,,95,,35,,10,,,,,,,,-4,,NA
2017-01-20 8:00,2017,1,20,8:00,-0.9,,-1.9,,93,,35,,10,,,,,,,,-4,,NA
2017-01-20 9:00,2017,1,20,9:00,-1.3,,-1.9,,96,,35,,10,,,,,,,,-5,,NA
2017-01-20 10:00,2017,1,20,10:00,-0.9,,-2.7,,88,,35,,9,,,,,,,,-4,,NA
2017-01-20 11:00,2017,1,20,11:00,-0.7,,-2.7,,87,,35,,7,,,,,,,,-3,,NA
2017-01-20 12:00,2017,1,20,12:00,-1,,-3.2,,85,,34,,11,,,,,,,,-5,,NA
2017-01-20 13:00,2017,1,20,13:00,-1.1,,-3.7,,83,,34,,13,,,,,,,,-5,,NA
2017-01-20 14:00,2017,1,20,14:00,-1.3,,-3.7,,83,,36,,10,,,,,,,,-5,,NA
2017-01-20 15:00,2017,1,20,15:00,-1.4,,-4.1,,82,,36,,10,,,,,,,,-5,,NA
2017-01-20 16:00,2017,1,20,16:00,-1.4,,-4.1,,82,,33,,11,,,,,,,,-5,,NA
2017-01-20 17:00,2017,1,20,17:00,-1,,-4,,80,,35,,9,,,,,,,,-4,,NA
2017-01-20 18:00,2017,1,20,18:00,-1.2,,-4.1,,81,,36,,9,,,,,,,,-4,,NA
2017-01-20 19:00,2017,1,20,19:00,-1.4,,-4.1,,82,,36,,7,,,,,,,,-4,,NA
2017-01-20 20:00,2017,1,20,20:00,-1.6,,-4.4,,81,,35,,8,,,,,,,,-5,,NA
2017-01-20 21:00,2017,1,20,21:00,-1.6,,-4.4,,82,,36,,6,,,,,,,,-4,,NA
2017-01-20 22:00,2017,1,20,22:00,-1.9,,-4.3,,84,,35,,8,,,,,,,,-5,,NA
2017-01-20 23:00,2017,1,20,23:00,-2,,-4.5,,83,,33,,9,,,,,,,,-5,,NA
2017-01-21 0:00,2017,1,21,0:00,-2.2,,-4.6,,84,,31,,7,,,,,,,,-5,,NA
2017-01-21 1:00,2017,1,21,1:00,-2.4,,-4.6,,85,,32,,10,,,,,,,,-6,,NA
2017-01-21 2:00,2017,1,21,2:00,-2.4,,-4.5,,86,,33,,8,,,,,,,,-6,,NA
2017-01-21 3:00,2017,1,21,3:00,-2.5,,-4.6,,86,,32,,6,,,,,,,,-5,,NA
2017-01-21 4:00,2017,1,21,4:00,-2.6,,-4.9,,84,,32,,10,,,,,,,,-6,,NA
2017-01-21 5:00,2017,1,21,5:00,-2.9,,-5.3,,83,,31,,8,,,,,,,,-6,,NA
2017-01-21 6:00,2017,1,21,6:00,-3.2,,-5.4,,85,,30,,9,,,,,,,,-7,,NA
2017-01-21 7:00,2017,1,21,7:00,-3.6,,-5.2,,89,,29,,10,,,,,,,,-8,,NA
2017-01-21 8:00,2017,1,21,8:00,-3.6,,-4.8,,91,,33,,8,,,,,,,,-7,,NA
2017-01-21 9:00,2017,1,21,9:00,-3.2,,-4.6,,90,,6,,2,,,,,,,,-4,,NA
2017-01-21 10:00,2017,1,21,10:00,-2.6,,-4.3,,88,,0,,1,,,,,,,,-3,,NA
2017-01-21 11:00,2017,1,21,11:00,-2.2,,-4.1,,87,,23,,5,,,,,,,,-4,,NA
2017-01-21 12:00,2017,1,21,12:00,-2.1,,-4.3,,85,,24,,10,,,,,,,,-6,,NA
2017-01-21 13:00,2017,1,21,13:00,-1,,-3.6,,83,,24,,7,,,,,,,,-4,,NA
2017-01-21 14:00,2017,1,21,14:00,-0.7,,-3,,84,,24,,10,,,,,,,,-4,,NA
2017-01-21 15:00,2017,1,21,15:00,-0.3,,-2.7,,84,,23,,8,,,,,,,,-3,,NA
2017-01-21 16:00,2017,1,21,16:00,0.3,,-1.5,,88,,22,,10,,,,,,,,,,NA
2017-01-21 17:00,2017,1,21,17:00,0.7,,-1,,89,,22,,11,,,,,,,,,,NA
2017-01-21 18:00,2017,1,21,18:00,1.3,,0,,91,,22,,12,,,,,,,,,,NA
2017-01-21 19:00,2017,1,21,19:00,1.7,,0.8,,94,,22,,11,,,,,,,,,,NA
2017-01-21 20:00,2017,1,21,20:00,,,,,,,,,,,,,,,,,,,
2017-01-21 21:00,2017,1,21,21:00,2.2,,1.9,,98,,24,,8,,,,,,,,,,NA
2017-01-21 22:00,2017,1,21,22:00,2.3,,2.2,,99,,25,,11,,,,,,,,,,NA
2017-01-21 23:00,2017,1,21,23:00,1.6,,1.2,,97,,29,,8,,,,,,,,,,NA
2017-01-22 0:00,2017,1,22,0:00,0.6,,0.3,,98,,31,,9,,,,,,,,,,NA
2017-01-22 1:00,2017,1,22,1:00,0,,-0.7,,95,,33,,11,,,,,,,,-4,,NA
2017-01-22 2:00,2017,1,22,2:00,-0.2,,-1.4,,92,,33,,8,,,,,,,,-3,,NA
2017-01-22 3:00,2017,1,22,3:00,-0.2,,-1.4,,92,,27,,5,,,,,,,,-2,,NA
2017-01-22 4:00,2017,1,22,4:00,-0.2,,-1.3,,92,,31,,6,,,,,,,,-2,,NA
2017-01-22 5:00,2017,1,22,5:00,-0.2,,-1.5,,91,,33,,10,,,,,,,,-4,,NA
2017-01-22 6:00,2017,1,22,6:00,-0.3,,-2.7,,84,,34,,11,,,,,,,,-4,,NA
2017-01-22 7:00,2017,1,22,7:00,-0.5,,-2.4,,87,,34,,9,,,,,,,,-4,,NA
2017-01-22 8:00,2017,1,22,8:00,-0.7,,-2.5,,88,,34,,8,,,,,,,,-4,,NA
2017-01-22 9:00,2017,1,22,9:00,-0.6,,-2.4,,88,,34,,7,,,,,,,,-3,,NA
2017-01-22 10:00,2017,1,22,10:00,-0.4,,-2.5,,86,,35,,9,,,,,,,,-4,,NA
2017-01-22 11:00,2017,1,22,11:00,-0.1,,-2.4,,84,,35,,9,,,,,,,,-3,,NA
2017-01-22 12:00,2017,1,22,12:00,-0.1,,-4.9,,70,,33,,15,,,,,,,,-5,,NA
2017-01-22 13:00,2017,1,22,13:00,-0.1,,-5.7,,66,,1,,14,,,,,,,,-4,,NA
2017-01-22 14:00,2017,1,22,14:00,-0.2,,-5.1,,69,,36,,9,,,,,,,,-3,,NA
2017-01-22 15:00,2017,1,22,15:00,-0.3,,-5.3,,69,,36,,13,,,,,,,,-4,,NA
2017-01-22 16:00,2017,1,22,16:00,-0.3,,-6,,65,,35,,14,,,,,,,,-5,,NA
2017-01-22 17:00,2017,1,22,17:00,-0.2,,-5.9,,65,,35,,10,,,,,,,,-4,,NA
2017-01-22 18:00,2017,1,22,18:00,-0.3,,-5.3,,69,,35,,10,,,,,,,,-4,,NA
